transcript_id,ENCLB117FKX,ENCLB129EAK,ENCLB597ZOR,ENCLB925FOQ
FBtr0086121,319,241,0,30
FBtr0086120,51,0,0,80
FBtr0086143,7,0,44,12
FBtr0086122,7,0,191,216
FBtr0086142,7,11,10,0
FBsf0000918370,1,1,1,1
FBsf0000761932,1,0,0,0
FBtr0086123,10,9,224,263
FBsf0000916398,1,0,1,0
FBtr0086141,1067,1085,1116,1015
FBtr0307075,341,188,0,0
FBsf0000917939,1,1,1,1
FBtr0086124,900,262,57,106
FBtr0336658,183,635,212,24
FBsf0000920368,1,1,1,1
FBtr0344561,29,329,304,166
FBtr0302166,29,284,0,0
FBtr0344559,1188,720,35,0
FBtr0086140,589,632,39,0
FBtr0344560,397,0,0,0
FBtr0336659,282,0,0,0
FBtr0309821,1,0,0,0
FBtr0301423,18,8,25,0
FBtr0301420,158,73,229,83
FBtr0086125,1709,1257,2603,2318
FBtr0086126,580,388,57,65
FBtr0086131,710,541,514,0
FBtr0086127,538,423,902,0
FBtr0300285,7,0,43,0
FBtr0332939,2364,1339,321,264
FBtr0332940,396,282,139,69
FBtr0086135,25,52,40,202
FBsf0000920381,1,1,1,1
FBtr0086134,1303,1323,115,267
FBtr0329849,67,100,151,117
FBtr0479928,3,0,0,0
FBtr0329850,5,3,0,0
FBsf0000917587,1,0,1,0
FBtr0086156,2222,2053,491,558
FBsf0000763154,1,1,1,1
FBtr0086212,639,531,232,95
FBtr0086211,403,223,153,327
FBtr0335512,1892,1320,107,110
FBtr0335515,2319,1925,684,357
FBtr0335514,422,597,0,0
FBtr0335517,88,26,25,109
FBsf0000919087,1,1,1,1
FBtr0086161,17,7,131,28
FBtr0086207,3743,1892,313,545
FBtr0336655,61,12,8,9
FBtr0086208,1,0,302,605
FBtr0086209,300,1418,701,0
FBsf0000764881,1,1,1,1
FBsf0000764880,1,1,1,1
FBtr0336743,0,0,0,0
FBtr0336742,0,0,0,0
FBtr0086204,0,7,0,0
FBtr0086203,0,0,0,0
FBtr0086201,0,0,0,0
FBtr0086202,0,4,79,230
FBtr0086205,0,0,0,13
FBtr0086198,0,0,0,0
FBtr0086199,0,0,14,0
FBtr0086200,0,0,0,0
FBtr0086196,0,0,0,0
FBsf0000918512,0,0,0,0
FBtr0300358,0,0,40,19
FBtr0310521,0,3,4,27
FBtr0305679,0,0,0,258
FBsf0000918513,0,0,0,0
FBtr0086164,0,0,4,0
FBsf0000918514,0,1,1,0
FBsf0000916207,0,0,0,0
FBtr0302579,0,0,0,0
FBtr0302035,0,0,0,0
FBtr0306614,0,66,27,0
FBtr0306615,0,1,98,0
FBtr0306616,0,0,0,0
FBtr0332944,0,0,108,0
FBsf0000919198,0,0,0,0
FBsf0000766185,0,0,0,0
FBtr0086192,0,0,0,0
FBsf0000917393,0,0,0,0
FBsf0000917394,0,0,0,0
FBtr0086190,0,0,0,0
FBtr0086189,0,0,0,0
FBtr0086188,0,0,0,0
FBtr0086187,0,0,0,0
FBtr0086169,0,0,2,0
FBsf0000919314,0,0,0,0
FBtr0345010,0,3,26,86
FBsf0000918702,0,0,0,0
FBtr0336744,0,0,100,165
FBtr0344617,0,5,28,13
FBtr0336745,0,8,81,350
FBsf0000916206,0,0,0,0
FBsf0000916003,0,0,0,0
FBtr0086173,0,0,0,0
FBsf0000916208,0,0,0,0
FBtr0303442,0,0,1,2
FBtr0086181,0,0,190,0
FBsf0000765576,0,0,0,0
FBsf0000918670,0,0,0,0
FBsf0000765577,0,1,1,1
FBtr0481667,0,0,0,0
FBtr0310092,0,0,0,0
FBsf0000918671,0,0,0,0
FBtr0089026,0,0,8,0
FBsf0000918672,0,0,0,0
FBtr0336872,0,0,0,0
FBtr0089028,0,0,28,35
FBtr0307215,0,0,0,0
FBtr0307216,0,0,0,0
FBtr0306743,0,0,0,0
FBsf0000918673,0,1,1,1
FBtr0305678,0,3,0,0
FBtr0089031,0,0,0,0
FBsf0000918674,0,0,0,0
FBtr0089032,0,6,12,0
FBsf0000918675,0,0,0,0
FBtr0336873,0,0,0,0
FBtr0089033,0,0,0,0
FBtr0089034,0,0,0,0
FBtr0329936,0,0,0,0
FBsf0000918676,0,0,0,0
FBtr0336874,0,3,13,37
FBtr0089035,0,0,0,0
FBsf0000918677,0,0,0,0
FBtr0089062,0,0,0,0
FBtr0336684,4,0,0,0
FBtr0300336,51,82,20,33
FBtr0086197,422,318,57,78
FBtr0086162,7,0,455,614
FBtr0300357,14,18,316,593
FBtr0309371,5,9,6,53
FBtr0086165,2,0,0,0
FBtr0336741,291,258,0,0
FBtr0336740,136,173,69,54
FBtr0307183,82,36,0,0
FBtr0332942,281,4213,35,228
FBtr0302034,2622,162,0,0
FBtr0113470,4471,1508,513,0
FBtr0302578,2101,0,0,0
FBtr0332943,112,25,0,0
FBtr0332941,49,0,0,0
FBtr0302577,25,341,0,0
FBtr0332945,4,0,0,0
FBtr0086168,2,0,0,0
FBsf0000766184,1,1,1,1
FBtr0345802,184,190,80,130
FBtr0086185,531,298,97,115
FBtr0345011,5,7,14,74
FBtr0086186,2,3,67,129
FBtr0086183,1817,1594,89,0
FBtr0086182,495,570,0,33
FBsf0000587793,1,1,1,0
FBtr0086184,10,0,5050,4245
FBtr0303225,296,148,199,0
FBtr0303226,274,215,7,25
FBtr0086170,135,166,0,165
FBtr0086171,90,93,59,107
FBtr0086172,104,69,54,111
FBtr0089761,167,105,4,19
FBtr0301713,48,128,138,87
FBtr0089760,210,232,0,83
FBsf0000762899,1,1,1,1
FBtr0086177,7,3,47,98
FBtr0086178,7,0,45,98
FBtr0086179,3,0,7,33
FBtr0345536,17,11,43,345
FBtr0086180,2152,1463,589,836
FBtr0336871,8,3,36,0
FBsf0000765070_2,1,1,1,1
FBsf0000765070_1,1,1,1,1
FBsf0000765854_1,1,1,1,1
FBsf0000765854_2,1,1,1,1
FBsf0000765071_2,1,1,1,1
FBsf0000765071_1,1,1,1,1
FBsf0000765855_1,1,1,1,1
FBsf0000765855_2,1,1,1,1
FBtr0336875,6,0,0,0
FBtr0089023,530,417,107,172
FBtr0089024,29,12,122,143
FBtr0089030,8,5,32,52
FBsf0000918182,0,0,0,0
FBtr0089061,395,426,115,114
FBsf0000769705,1,1,1,0
FBsf0000769706,1,1,0,0
FBtr0329856,0,0,0,0
FBtr0329857,0,0,0,0
FBtr0329859,0,0,0,0
FBtr0329858,0,0,33,16
FBsf0000766504_1,0,0,0,0
FBsf0000766504_2,0,0,0,0
FBsf0000764636,0,0,0,0
FBsf0000766505_1,0,0,0,0
FBsf0000766505_2,0,0,0,0
FBsf0000764635,0,0,0,0
FBsf0000918985,0,0,0,0
FBtr0089056,0,0,0,0
FBsf0000764650,0,0,0,0
FBtr0089055,25,13,59,79
FBsf0000917483,1,1,1,1
FBtr0089041,0,0,60,111
FBtr0112770,0,0,10,69
FBsf0000915598,0,0,0,0
FBtr0089053,0,0,10,0
FBsf0000920612,0,0,0,0
FBsf0000918515,0,0,0,0
FBtr0089043,0,0,0,0
FBtr0089045,0,0,665,1155
FBsf0000764247,0,0,1,1
FBsf0000915524,0,0,0,0
FBtr0089046,0,0,817,913
FBsf0000916428,0,0,1,1
FBtr0089047,0,0,66,102
FBtr0089048,0,0,385,550
FBsf0000764695,0,0,0,0
FBsf0000766564,0,0,0,0
FBsf0000766565,0,0,0,0
FBsf0000919302,0,0,0,0
FBtr0089051,0,0,0,0
FBsf0000767035,0,0,0,0
FBsf0000915319,0,0,0,0
FBsf0000767036,0,0,0,0
FBsf0000587363,0,0,0,0
FBsf0000587364,0,0,0,0
FBsf0000917636,0,0,0,0
FBtr0345539,0,2,0,0
FBsf0000768006,0,0,0,0
FBsf0000768005,0,0,0,0
FBsf0000762500,0,0,0,0
FBsf0000762499,0,0,0,1
FBsf0000917782,0,0,0,0
FBtr0332462,0,0,0,0
FBsf0000919328,0,0,0,0
FBtr0088963,0,0,0,0
FBsf0000915571,0,0,0,0
FBtr0089016,0,0,0,0
FBtr0089018,0,0,0,0
FBtr0089019,0,0,0,0
FBtr0089020,0,0,0,0
FBtr0111049,0,0,0,0
FBtr0111050,0,0,0,0
FBtr0111051,0,0,0,0
FBtr0111052,0,0,0,0
FBtr0111053,0,0,0,0
FBtr0111054,0,0,0,3
FBtr0111055,0,0,0,0
FBtr0111056,0,0,0,0
FBtr0111057,0,0,0,0
FBtr0111058,0,0,0,0
FBtr0111059,0,0,0,0
FBtr0111060,0,0,0,0
FBtr0111061,0,0,0,0
FBtr0111062,0,0,0,0
FBtr0111063,0,0,0,0
FBtr0111064,0,0,0,0
FBtr0111065,0,0,0,0
FBtr0111066,0,0,0,0
FBtr0111067,0,0,0,0
FBtr0111068,0,0,0,0
FBtr0111069,0,0,0,0
FBtr0111070,0,0,0,0
FBtr0111071,0,0,0,0
FBtr0111072,0,0,0,0
FBtr0111073,0,0,0,0
FBtr0111074,0,0,9,0
FBtr0111075,0,0,4,0
FBtr0111076,0,0,11,0
FBtr0111077,0,0,0,0
FBtr0111078,0,0,17,0
FBtr0111079,0,0,0,0
FBtr0111080,0,0,11,27
FBtr0111081,0,0,0,0
FBtr0111082,0,0,8,0
FBtr0111083,0,0,0,0
FBtr0111084,0,0,0,0
FBtr0111085,0,0,0,0
FBtr0111087,0,0,0,0
FBtr0111088,0,0,0,0
FBtr0111089,0,0,0,0
FBtr0111092,0,0,0,0
FBtr0111094,0,0,0,0
FBtr0111096,0,0,0,0
FBtr0111097,0,0,0,0
FBtr0111098,0,0,0,0
FBtr0111099,0,0,8,5
FBtr0111100,0,0,0,0
FBtr0111101,0,0,0,0
FBtr0111102,0,0,0,0
FBtr0306768,0,0,0,0
FBtr0306769,0,0,0,0
FBtr0306770,0,0,0,0
FBtr0306771,0,0,0,0
FBtr0306772,0,0,0,0
FBtr0306773,0,0,0,0
FBtr0306774,0,0,17,0
FBtr0306775,0,0,0,0
FBtr0306776,0,0,0,0
FBtr0306777,0,0,0,0
FBtr0306778,0,0,0,0
FBtr0306779,0,0,0,0
FBtr0306780,0,0,0,0
FBtr0306781,0,0,0,0
FBtr0306782,0,0,0,0
FBtr0306783,0,0,0,0
FBtr0306784,0,0,0,0
FBtr0306785,0,0,0,0
FBtr0306786,0,0,0,0
FBtr0306787,0,0,0,0
FBtr0344905,0,0,25,65
FBtr0344906,0,0,1,0
FBtr0334802,0,0,31,9
FBsf0000762163,0,0,0,0
FBsf0000762164,0,0,0,0
FBtr0089014,0,0,0,0
FBtr0110820,0,0,0,0
FBtr0336910,0,0,82,93
FBsf0000917653,0,0,1,1
FBtr0089009,0,0,0,0
FBsf0000917566,0,0,0,0
FBtr0113047,0,0,181,264
FBtr0113048,0,0,145,472
FBtr0306554,0,0,12,43
FBtr0332995,0,0,23,87
FBtr0113049,0,0,0,0
FBsf0000916005,0,0,0,0
FBsf0000588517,0,0,0,0
FBsf0000762124,0,0,0,0
FBsf0000588516,0,0,0,0
FBsf0000762123,0,0,0,0
FBtr0088970,0,12,75,92
FBtr0344614,0,0,0,0
FBsf0000767826,0,0,0,0
FBsf0000768503,0,0,0,0
FBsf0000767825,0,0,0,0
FBsf0000768504,0,0,0,0
FBtr0089004,0,0,229,118
FBtr0479875,0,0,343,318
FBsf0000915527,0,0,0,0
FBtr0336914,0,0,280,208
FBtr0344615,0,0,61,90
FBtr0088973,0,0,6,80
FBtr0300959,0,0,0,21
FBsf0000764022,0,0,0,0
FBtr0345668,0,0,0,0
FBsf0000764476,0,0,0,0
FBsf0000919281,0,0,0,0
FBtr0310676,0,0,152,381
FBtr0088996,0,0,450,735
FBtr0310675,0,86,0,0
FBtr0300480,0,0,122,0
FBtr0300481,0,0,79,205
FBsf0000915328,0,0,0,0
FBsf0000910456,0,0,0,0
FBsf0000910457,0,0,0,0
FBsf0000919521,0,0,0,0
FBtr0329876,0,45,18,0
FBtr0336917,0,0,0,0
FBsf0000763234,0,0,0,0
FBsf0000763235,0,0,0,0
FBsf0000588304,0,0,0,0
FBsf0000588305,0,0,0,0
FBtr0089744,0,0,3034,710
FBsf0000918810,0,0,0,0
FBsf0000766892,0,0,0,0
FBsf0000762333,0,0,0,0
FBsf0000762334,0,0,0,0
FBsf0000920195,0,0,0,0
FBsf0000915963,0,0,0,0
FBsf0000920194,0,0,0,0
FBsf0000768122,0,1,0,0
FBsf0000918114,0,0,0,0
FBsf0000762051,0,0,0,0
FBtr0336939,0,0,61,0
FBtr0088956,0,0,0,0
FBtr0336938,0,0,0,0
FBtr0088906,0,0,0,0
FBsf0000587489,0,0,0,0
FBsf0000766637,0,0,0,0
FBsf0000917672,0,0,0,0
FBsf0000764148,0,0,0,0
FBtr0336996,0,0,2,0
FBsf0000765890,0,0,0,0
FBsf0000765891,0,0,0,0
FBsf0000917419,0,0,0,0
FBsf0000918364,0,0,0,0
FBsf0000588383,0,0,1,0
FBsf0000588382,0,0,0,0
FBsf0000587834,0,0,0,0
FBtr0300368,0,0,0,9
FBtr0088952,0,73,212,1018
FBsf0000762178,0,0,0,0
FBsf0000761930,0,0,0,0
FBsf0000761929,0,0,0,0
FBtr0306932,0,0,0,0
FBtr0331951,0,0,0,0
FBtr0306931,0,0,0,0
FBtr0306935,0,0,0,0
FBtr0306943,0,0,68,0
FBtr0306942,0,0,0,0
FBtr0344908,0,2,611,0
FBtr0306940,0,0,0,0
FBtr0306934,0,0,0,0
FBtr0331952,0,0,0,0
FBsf0000917888,0,0,0,0
FBsf0000766847,0,0,0,0
FBsf0000766305,0,0,0,0
FBtr0088920,0,0,0,0
FBsf0000764738,0,0,1,0
FBtr0347154,0,0,0,0
FBsf0000915690,0,0,0,0
FBtr0336999,0,0,20,0
FBtr0088921,0,0,0,0
FBsf0000763912,0,0,0,0
FBtr0088922,0,0,150,329
FBtr0337000,0,2,0,0
FBsf0000916259_1,0,0,1,0
FBsf0000916154,0,0,1,1
FBsf0000763913,0,0,0,0
FBtr0088943,0,0,0,0
FBsf0000915597,0,0,0,0
FBtr0088940,0,0,0,0
FBtr0088939,0,0,0,0
FBsf0000588228,0,0,0,0
FBsf0000588229,0,0,0,0
FBsf0000763775,0,0,0,0
FBsf0000763776,0,0,0,0
FBsf0000587625,0,0,0,0
FBsf0000916260,0,0,0,0
FBsf0000763847,0,0,0,0
FBsf0000916547,0,1,1,0
FBtr0088927,0,0,0,0
FBtr0339114,0,0,0,0
FBtr0339116,0,0,0,0
FBsf0000916152,0,0,0,0
FBtr0309714,0,0,0,0
FBtr0309715,0,0,0,0
FBtr0088928,0,0,0,0
FBtr0088929,0,0,7,15
FBsf0000916153,0,0,0,0
FBtr0306239,0,0,0,0
FBsf0000917644,0,0,0,0
FBtr0344723,0,0,0,0
FBtr0344724,0,0,6,0
FBtr0344725,0,0,0,0
FBsf0000589067,0,0,0,0
FBsf0000589066,0,0,0,0
FBtr0309694,0,0,0,0
FBsf0000763252,0,0,0,0
FBsf0000769953,0,0,0,0
FBsf0000769445,0,0,0,0
FBsf0000769446,0,0,0,0
FBtr0113050,0,0,0,0
FBtr0088830,0,0,0,4
FBsf0000915596,0,0,0,0
FBsf0000917639,0,0,0,0
FBtr0088902,0,0,0,0
FBtr0088900,0,0,0,0
FBsf0000918042,0,0,0,0
FBtr0308825,0,0,0,355
FBtr0088833,0,0,0,0
FBsf0000769509,0,0,0,0
FBsf0000587794,0,0,0,0
FBsf0000764023,0,0,0,0
FBtr0088836,0,0,0,0
FBtr0088837,0,0,139,126
FBtr0452080,0,0,0,0
FBtr0452079,0,0,0,0
FBsf0000587705,0,0,0,0
FBsf0000587371,0,0,0,0
FBsf0000587372,0,0,0,0
FBsf0000916237,0,0,1,0
FBsf0000764261,0,0,0,0
FBtr0113331,0,0,0,0
FBsf0000765525,0,0,0,0
FBtr0112579,0,0,1783,3212
FBtr0112581,0,0,4,10
FBtr0330238,0,0,0,0
FBtr0346954,0,0,0,0
FBtr0308590,0,0,0,0
FBtr0112580,0,0,0,0
FBsf0000917524,0,0,0,0
FBtr0088844,0,7,0,0
FBsf0000916236,0,0,0,0
FBtr0088845,0,0,0,29
FBsf0000918106,0,0,0,0
FBtr0088849,0,0,0,0
FBtr0309843,0,0,0,0
FBtr0339129,0,0,0,25
FBsf0000763259,0,0,0,0
FBtr0088884,0,0,0,0
FBsf0000917210,0,0,0,0
FBsf0000920428,0,0,0,0
FBtr0088881,0,0,0,0
FBtr0305125,0,0,0,0
FBtr0339128,0,0,0,0
FBtr0112731,0,9,0,0
FBtr0112732,0,0,62,35
FBtr0088853,0,0,214,190
FBsf0000763914,0,0,0,0
FBtr0088854,0,0,2306,2155
FBsf0000915842,0,0,0,0
FBtr0088879,0,0,0,0
FBsf0000588259,0,0,0,0
FBsf0000588258,0,0,0,0
FBsf0000766104,0,0,0,0
FBsf0000762057,0,0,0,0
FBtr0339127,0,1,85,0
FBtr0339126,0,0,0,0
FBtr0088875,0,0,1083,3760
FBsf0000767189,0,0,0,0
FBtr0088859,0,39,0,200
FBtr0339125,0,0,0,0
FBtr0088860,0,0,0,0
FBsf0000763915,0,0,0,0
FBsf0000918063,0,0,0,0
FBsf0000589025,0,0,1,0
FBtr0339301,0,0,1,0
FBsf0000589024,0,0,0,0
FBtr0088870,0,0,657,1278
FBtr0339283,0,0,207,158
FBsf0000917530,0,0,1,1
FBsf0000764149,0,0,1,1
FBtr0088869,0,0,0,0
FBsf0000770016,0,0,0,0
FBsf0000917735,0,0,0,0
FBsf0000770113,0,0,0,0
FBsf0000770015,0,0,0,0
FBsf0000770114,0,0,0,0
FBsf0000762363,0,0,0,0
FBsf0000762364,0,0,0,0
FBtr0339282,0,0,0,17
FBtr0088868,0,0,0,0
FBsf0000915532,0,0,0,1
FBsf0000768266,0,0,0,1
FBsf0000587893,0,0,0,0
FBsf0000918094,0,0,0,0
FBsf0000768265,0,0,0,0
FBsf0000766625,0,0,0,0
FBsf0000766624,0,0,0,0
FBtr0088864,0,0,3,0
FBsf0000764219,0,0,0,0
FBtr0088867,0,0,0,0
FBtr0309727,0,0,0,0
FBtr0309728,0,0,0,0
FBtr0345478,0,0,3,0
FBtr0345479,0,0,0,0
FBtr0329886,0,0,0,0
FBsf0000762223,0,0,0,0
FBsf0000762224,0,0,0,0
FBtr0329885,0,0,373,357
FBtr0088865,0,0,0,319
FBsf0000770165,0,0,0,0
FBsf0000770166,0,0,0,0
FBtr0088866,0,0,255,0
FBsf0000918097,0,0,0,0
FBtr0088827,0,0,0,0
FBtr0088828,0,0,0,0
FBsf0000768530,0,0,0,0
FBsf0000768529,0,0,0,0
FBtr0088776,0,7,14,55
FBtr0301917,0,0,0,0
FBtr0330631,0,352,7,0
FBtr0346957,0,1964,0,0
FBtr0301916,0,0,534,1039
FBsf0000766395,0,0,0,0
FBsf0000763943,0,0,0,0
FBsf0000765584,0,0,0,0
FBtr0310369,0,0,22,102
FBtr0339280,0,0,0,0
FBsf0000764332,0,0,0,0
FBtr0088778,0,0,0,0
FBsf0000764555,0,0,0,0
FBtr0088779,0,0,240,143
FBtr0332247,0,0,59,0
FBsf0000764554,0,0,1,0
FBsf0000919447,0,0,1,0
FBsf0000764150,0,0,1,0
FBsf0000919501,0,0,0,0
FBsf0000762616,0,0,0,0
FBsf0000919495,0,0,0,0
FBtr0339300,0,0,299,0
FBsf0000915363,0,0,0,0
FBsf0000764059,0,0,0,0
FBsf0000766921,0,0,0,0
FBsf0000918064,0,0,0,0
FBsf0000765632,0,0,0,0
FBsf0000918885,0,0,0,0
FBsf0000763075,0,0,0,0
FBsf0000918495,0,0,0,0
FBtr0300659,0,0,0,0
FBtr0300660,0,0,0,0
FBtr0300661,0,0,0,0
FBsf0000588619,0,0,0,0
FBsf0000766396,0,0,0,0
FBtr0303584,0,82,0,0
FBtr0303577,0,0,953,0
FBtr0088815,0,0,0,0
FBtr0303574,0,1,56,228
FBtr0303575,0,37,115,0
FBtr0303578,0,0,0,0
FBtr0088814,0,0,23,0
FBtr0088813,0,0,2737,9799
FBsf0000919083,0,0,0,0
FBsf0000587655,0,0,0,0
FBtr0334804,0,0,3,0
FBtr0334805,0,0,24,0
FBtr0303310,0,0,3,54
FBtr0088787,0,0,0,0
FBtr0088809,0,0,125,685
FBtr0307066,0,0,256,707
FBtr0307067,0,0,205,0
FBsf0000917208,0,0,1,1
FBtr0345935,0,0,0,0
FBtr0345936,0,54,0,321
FBtr0114297,0,0,0,0
FBsf0000917641,0,0,0,0
FBsf0000763125,0,0,0,0
FBsf0000763124,0,0,0,0
FBsf0000587685,0,0,0,0
FBsf0000917933,0,0,0,0
FBsf0000763221,0,0,1,0
FBsf0000763220,0,0,0,0
FBtr0344894,0,0,0,0
FBtr0088804,0,0,3,1
FBsf0000915838,0,0,0,0
FBsf0000917846,0,0,0,0
FBtr0112410,0,0,0,0
FBsf0000918939,0,0,1,0
FBsf0000770050,0,0,0,0
FBsf0000588527,0,1,0,0
FBsf0000588718,0,1,0,0
FBsf0000588526,0,1,0,0
FBsf0000588717,0,1,0,0
FBsf0000919304,0,0,0,0
FBtr0340504,0,0,3,0
FBtr0340498,0,0,58,106
FBtr0088794,0,0,0,0
FBsf0000915841,0,0,0,0
FBtr0089042,3,0,0,66
FBtr0100356,34,37,440,1124
FBtr0089052,24,25,232,230
FBtr0089044,10,17,13,0
FBtr0089050,679,485,105,162
FBsf0000770476,1,1,1,0
FBtr0089049,134,75,153,177
FBtr0089022,4,0,2,0
FBtr0345370,2188,1617,572,637
FBtr0089021,1289,1445,0,0
FBsf0000915408,1,1,1,1
FBtr0344892,981,272,340,238
FBtr0088961,2096,570,513,1362
FBtr0336908,602,2256,279,522
FBtr0332461,20,22,83,0
FBtr0345800,17,0,7,4
FBtr0334801,97,0,240,142
FBtr0306767,15,76,150,0
FBtr0089015,1919,1444,213,161
FBtr0336916,893,901,0,0
FBtr0088966,390,531,0,1142
FBtr0336909,884,550,419,0
FBtr0344883,3,0,0,0
FBtr0089013,689,624,111,328
FBtr0089007,690,607,116,124
FBtr0089006,838,543,175,0
FBtr0089008,192,145,0,0
FBsf0000770518,1,1,1,1
FBtr0305124,3,0,805,640
FBtr0309612,1,1,1,0
FBtr0309614,1,1,1,0
FBtr0309613,1,1,1,0
FBtr0088971,1083,654,174,321
FBtr0100138,7,8,6,0
FBtr0088972,5,0,42,0
FBsf0000919365,1,1,1,1
FBtr0089002,62,26,77,140
FBtr0299802,58,0,7,57
FBtr0299801,30,0,5,37
FBtr0089003,1,0,1,1
FBtr0336926,11,85,16,3
FBtr0336911,183,145,1023,3065
FBtr0088974,36,26,2638,3385
FBtr0089329,806,696,1685,2268
FBtr0345799,1,15,279,328
FBtr0088998,485,479,595,713
FBtr0088999,1,84,291,344
FBtr0088975,348,333,111,188
FBsf0000915526,1,1,1,1
FBtr0088997,1004,991,1248,2194
FBtr0088993,1979,1871,837,648
FBtr0300477,232,152,0,0
FBtr0308198,137,21,39,180
FBtr0336912,80,16,0,24
FBtr0300479,70,0,0,14
FBtr0300478,42,58,0,23
FBtr0310674,11,0,0,0
FBsf0000587888,1,1,1,1
FBtr0300082,8579,6011,95,123
FBtr0300083,81,315,12,0
FBtr0300080,1793,766,0,35
FBtr0300084,229,6,0,0
FBtr0300081,30,15,9,0
FBtr0088984,132,59,51,88
FBtr0329875,17,2,28,0
FBtr0088983,1053,835,425,744
FBtr0336918,1983,1788,72,122
FBtr0300830,84,135,208,40
FBsf0000915964,1,1,1,1
FBtr0345797,1889,1379,176,246
FBtr0088982,1518,1451,0,0
FBtr0089745,4564,991,1848,2457
FBtr0089743,3305,3625,0,0
FBsf0000587853,1,1,1,1
FBsf0000918930,1,1,1,1
FBtr0088981,185,164,1105,1683
FBsf0000764718,1,1,1,1
FBtr0088980,991,908,98,162
FBsf0000768079,1,1,1,1
FBsf0000768080,1,1,0,0
FBtr0336925,593,425,0,46
FBtr0088979,458,469,288,149
FBtr0088960,327,247,36,83
FBsf0000768121,1,1,1,1
FBtr0088904,1132,987,404,483
FBsf0000918137,1,1,1,1
FBtr0088959,4395,3582,21,19
FBtr0088958,4,1,0,1
FBtr0088957,121,101,0,53
FBsf0000764289,1,1,1,1
FBtr0088905,2163,1735,1496,2111
FBsf0000917487,1,1,1,1
FBsf0000587490,1,1,1,1
FBtr0088907,4,7,1271,2078
FBtr0088955,1083,902,744,1358
FBsf0000915962,1,1,1,1
FBtr0088909,12,0,17,19
FBtr0088954,977,942,1554,1410
FBtr0310025,257,210,186,864
FBtr0088953,493,483,93,294
FBtr0088910,1420,729,0,0
FBtr0310024,110,235,619,454
FBtr0344907,2,1,26,24
FBtr0310050,230,36,276,20
FBtr0088951,264,174,75,0
FBsf0000915734,1,1,0,0
FBtr0088912,1810,2211,404,824
FBtr0100216,101,26,13,34
FBtr0088911,5848,3538,549,0
FBsf0000919381,1,1,1,1
FBtr0303287,263,86,46,19
FBtr0088950,159,182,59,2
FBtr0088948,83,84,0,0
FBtr0088949,4,31,0,0
FBsf0000769861,1,1,0,0
FBsf0000769862,1,1,1,0
FBtr0340503,2,0,0,0
FBtr0306938,978,1588,0,0
FBtr0306933,780,0,0,0
FBtr0306936,46,68,49,0
FBtr0306941,51,57,0,229
FBtr0306944,7,1,0,506
FBsf0000916800,0,0,1,0
FBtr0306939,53,19,0,0
FBtr0306937,80,50,96,0
FBtr0088946,434,288,45,68
FBtr0088947,4321,2500,1355,2465
FBsf0000763881,1,1,1,1
FBsf0000916104,1,1,1,1
FBsf0000766304,1,1,1,1
FBtr0088919,30,1,167,661
FBtr0336997,75,96,299,60
FBsf0000764775,1,1,1,1
FBsf0000916259_2,1,1,1,1
FBtr0336998,3,3,37,9
FBtr0088923,33,31,124,447
FBsf0000918309,1,0,1,1
FBtr0088944,669,559,93,65
FBsf0000919772,1,1,1,1
FBsf0000917495,1,1,1,1
FBsf0000919773,1,0,0,0
FBtr0088942,870,642,458,1614
FBtr0088924,1920,1105,321,188
FBsf0000915565,1,1,1,1
FBtr0088941,610,501,138,265
FBsf0000918686,1,1,1,1
FBtr0332911,280,302,450,646
FBtr0300780,38,2,121,0
FBtr0332912,872,659,171,0
FBtr0300779,562,294,16,0
FBtr0088925,184,159,102,343
FBtr0088926,301,226,652,1331
FBtr0339118,76,20,248,160
FBtr0088938,1811,1240,6,0
FBtr0339117,1636,1624,0,0
FBsf0000767963,1,1,0,0
FBsf0000767964,1,1,0,0
FBtr0339115,5,0,15,0
FBtr0088936,207,48,20,22
FBtr0330327,2423,1941,336,323
FBtr0088937,2421,1139,170,0
FBtr0088935,215,293,95,278
FBtr0330328,62,48,102,28
FBtr0474226,3526,1950,1545,180
FBtr0474229,427,27,29,106
FBtr0474225,277,0,0,188
FBtr0474228,28361,23516,2244,1468
FBtr0474224,4394,4549,2493,0
FBtr0474227,8,6,7762,8057
FBsf0000916903,1,1,1,1
FBsf0000916261,1,1,1,1
FBsf0000918881,0,0,0,0
FBtr0309866,3124,1774,232,238
FBtr0088930,190,141,16,0
FBtr0309693,1,1,0,0
FBsf0000769954,1,1,1,1
FBtr0088829,6,3,0,31
FBtr0100479,2674,4854,173,571
FBtr0088903,2829,241,226,639
FBtr0088831,1369,1003,172,111
FBtr0088901,2298,1834,1847,1855
FBtr0088832,2799,1960,476,0
FBsf0000769510,1,1,1,1
FBsf0000919375,1,1,1,1
FBtr0088899,496,383,115,311
FBtr0345697,326,161,29,73
FBtr0088834,199,132,22,48
FBtr0088835,42,39,18,0
FBtr0339120,6,105,58,138
FBtr0339119,12,51,2043,2404
FBtr0088898,2627,2255,1423,3016
FBsf0000918860,1,1,1,1
FBsf0000766101,1,1,1,1
FBsf0000766100,1,1,1,1
FBtr0088897,9,0,8,0
FBtr0088838,319,184,0,0
FBtr0088839,61,96,28,226
FBtr0088895,1072,955,894,1839
FBtr0088896,15,82,0,0
FBtr0089426,350,327,68,97
FBtr0088894,790,619,667,1611
