transcript_id,ENCLB117FKX,ENCLB129EAK,ENCLB597ZOR,ENCLB925FOQ
FBsf0000918827,0,0,0,0
FBtr0301644,0,0,0,0
FBsf0000917423,0,0,0,0
FBsf0000588336,0,0,1,0
FBsf0000588337,0,0,0,0
FBsf0000917009,0,0,0,0
FBsf0000587914,0,0,0,0
FBsf0000761951,0,0,0,0
FBsf0000761952,0,0,0,0
FBsf0000768556,0,0,0,0
FBtr0072130,0,0,0,0
FBsf0000762335,0,0,0,0
FBsf0000762336,0,0,0,0
FBtr0072224,0,0,0,0
FBsf0000918134,0,0,0,0
FBsf0000762570,0,0,0,0
FBsf0000762571,0,0,0,0
FBsf0000769871,0,0,0,0
FBsf0000765207,0,0,0,0
FBsf0000765206,0,1,0,0
FBsf0000769872,0,1,0,0
FBsf0000588301,0,0,0,0
FBsf0000588300,0,0,0,0
FBsf0000587967,0,0,0,0
FBsf0000918717,0,0,0,0
FBsf0000762049,0,0,0,0
FBsf0000588560,0,0,0,0
FBsf0000916086,0,0,0,0
FBsf0000916983,0,0,0,0
FBsf0000770561,0,0,0,0
FBtr0343298,0,0,0,0
FBtr0305988,0,0,0,0
FBsf0000768728,0,0,0,0
FBsf0000768727,0,1,1,0
FBtr0347019,0,0,339,0
FBtr0343300,0,60,35,0
FBtr0072139,0,0,0,0
FBtr0072138,0,0,0,0
FBsf0000910688,0,0,0,0
FBsf0000770506,0,0,1,1
FBtr0072213,0,0,0,0
FBtr0072211,0,0,0,0
FBsf0000588284,0,0,0,0
FBsf0000588285,0,0,0,0
FBsf0000910484,0,0,0,0
FBsf0000910485,0,0,0,0
FBtr0072142,0,0,0,0
FBtr0072143,0,8,3,5
FBtr0072144,0,0,0,73
FBtr0301411,0,0,0,137
FBsf0000762861,0,0,0,0
FBtr0072209,0,0,0,6
FBtr0345932,0,0,0,0
FBtr0331981,0,0,45,27
FBsf0000763270,0,0,1,1
FBsf0000587682,0,0,0,0
FBsf0000588334,0,0,0,0
FBsf0000919461,0,0,0,0
FBtr0072148,0,0,0,0
FBtr0330254,0,0,17,32
FBtr0306797,0,0,0,0
FBsf0000766690,0,0,1,0
FBsf0000917617,0,0,0,0
FBsf0000587365,0,0,0,0
FBsf0000587366,0,0,0,0
FBsf0000587937,0,0,0,0
FBsf0000915326,0,0,0,0
FBsf0000589100,0,0,0,0
FBsf0000589101,0,0,1,0
FBsf0000769398,0,0,0,0
FBtr0072159,0,0,1531,1550
FBsf0000916211,0,0,1,1
FBtr0072160,0,0,0,0
FBsf0000767096,0,0,0,0
FBsf0000767095,0,0,1,0
FBtr0304417,0,0,0,0
FBtr0343285,0,0,0,0
FBtr0343286,0,0,0,0
FBtr0343283,0,0,0,0
FBtr0343284,0,0,0,0
FBtr0343287,0,0,0,0
FBsf0000918716,0,0,0,0
FBsf0000769668,0,0,0,0
FBsf0000769246,0,0,0,0
FBsf0000769667,0,0,0,0
FBtr0072197,0,0,0,0
FBtr0343347,0,0,0,0
FBsf0000764302,0,0,0,0
FBsf0000588332,0,0,0,0
FBsf0000588333,0,0,0,0
FBtr0072161,0,0,4761,12231
FBsf0000587862,0,0,0,0
FBsf0000916626,0,0,0,0
FBsf0000769357,0,0,0,0
FBsf0000764480,0,0,0,0
FBsf0000918771,0,0,0,0
FBtr0343340,0,32,150,190
FBtr0345934,0,0,0,0
FBtr0072193,0,0,4,0
FBsf0000916209,0,0,0,0
FBsf0000588767,0,1,0,0
FBsf0000588768,0,0,0,0
FBsf0000918045,0,0,0,0
FBsf0000763949,0,0,0,0
FBtr0072169,0,0,0,0
FBsf0000910520,0,0,0,0
FBtr0289967,0,10,0,0
FBtr0343344,0,26,0,0
FBsf0000919315,0,1,0,0
FBsf0000915725,0,0,0,0
FBsf0000918961,0,0,0,0
FBtr0343343,0,6,0,0
FBtr0343334,0,1,0,0
FBtr0343335,0,3,0,0
FBsf0000769151,0,0,0,0
FBsf0000769152,0,0,0,0
FBtr0309372,0,0,69,0
FBsf0000765745_1,0,0,0,0
FBsf0000765745_2,0,0,0,0
FBsf0000919539,0,0,0,0
FBsf0000765744_1,0,0,0,0
FBsf0000765744_2,0,0,0,0
FBsf0000587405,0,0,1,0
FBsf0000587406,0,0,0,0
FBsf0000763238,0,0,0,0
FBtr0343337,0,0,384,0
FBsf0000763239,0,0,0,0
FBsf0000763557,0,0,0,0
FBtr0343336,0,0,0,17
FBtr0299697,0,0,0,0
FBtr0072288,0,0,0,0
FBsf0000915455,0,0,0,0
FBsf0000763022,0,0,0,0
FBsf0000763021,0,0,0,0
FBtr0072246,0,0,436,692
FBsf0000770449,0,0,0,0
FBsf0000915726,0,0,0,0
FBtr0072247,0,0,0,0
FBtr0345620,0,0,170,77
FBtr0072248,0,0,0,0
FBsf0000763860,0,0,0,0
FBsf0000919024,0,0,0,0
FBsf0000769173,0,0,0,0
FBtr0343339,0,0,596,169
FBtr0305505,0,0,16,20
FBtr0072251,0,0,0,0
FBsf0000916395,0,0,0,0
FBsf0000916396,0,0,0,0
FBtr0343441,0,0,216,739
FBtr0343439,0,0,354,280
FBtr0343440,0,0,464,153
FBtr0331500,0,0,0,555
FBtr0331501,0,0,0,261
FBtr0331502,0,0,612,146
FBsf0000916842,0,0,0,0
FBsf0000916841,0,0,0,0
FBsf0000916840,0,0,1,1
FBtr0072282,0,0,45,0
FBtr0343432,0,0,0,0
FBsf0000918776,0,0,0,0
FBtr0072254,0,34,0,354
FBtr0481628,0,10,208,27
FBsf0000765425_1,0,0,0,0
FBsf0000765425_2,0,0,0,0
FBsf0000919421,0,0,0,0
FBsf0000919555,0,0,0,0
FBsf0000910534,0,0,0,0
FBsf0000919554,0,0,0,0
FBsf0000762818,0,0,0,0
FBsf0000762819,0,0,0,0
FBtr0072257,0,0,363,790
FBtr0343434,0,0,61,0
FBtr0479650,0,0,68,0
FBsf0000588958,0,0,0,0
FBsf0000588959,0,0,0,0
FBtr0300227,0,0,0,0
FBtr0304599,0,0,0,0
FBsf0000587812,0,0,0,0
FBtr0072259,0,2,0,0
FBtr0113534,0,0,0,0
FBtr0303792,0,1,0,0
FBsf0000919268,0,0,0,0
FBsf0000587409,0,0,0,0
FBsf0000916464,0,0,0,0
FBtr0072276,0,0,0,0
FBtr0300874,0,0,0,0
FBtr0343437,0,0,0,0
FBtr0100169,0,0,0,0
FBsf0000915543,0,0,0,0
FBsf0000766337,0,0,0,0
FBsf0000766336,0,0,0,0
FBtr0343445,0,0,49,7
FBsf0000919254,0,1,0,0
FBtr0072274,0,0,0,0
FBsf0000917801,0,0,0,0
FBtr0114305,0,0,0,0
FBtr0072264,0,0,0,0
FBsf0000915727,0,0,0,0
FBsf0000761911,0,0,0,0
FBsf0000761912,0,0,0,0
FBtr0343442,0,0,0,0
FBsf0000767042,0,0,0,0
FBsf0000587971,0,0,0,0
FBsf0000916480,0,0,0,0
FBtr0300366,0,0,1055,612
FBtr0343444,0,0,104,635
FBsf0000915728,0,0,1,1
FBsf0000762252,0,0,0,0
FBsf0000762251,0,0,0,0
FBtr0072267,0,0,0,0
FBtr0330612,0,0,43,115
FBtr0330610,0,0,0,0
FBtr0330611,0,0,0,0
FBsf0000765894,0,0,1,1
FBsf0000765895,0,0,0,1
FBsf0000919263,0,0,0,1
FBtr0309660,0,3,0,0
FBtr0309661,0,1,0,0
FBtr0309662,0,1,0,0
FBsf0000920039,0,0,0,0
FBsf0000917602,0,0,0,0
FBsf0000920038,0,0,0,0
FBsf0000763324,0,0,0,0
FBtr0343306,0,0,0,0
FBtr0343307,0,0,0,0
FBtr0343308,0,0,0,0
FBsf0000768096,0,0,0,0
FBsf0000919402,0,0,0,0
FBsf0000768095,0,0,0,0
FBsf0000763331,0,0,0,0
FBsf0000763162,0,0,0,0
FBsf0000763163,0,0,0,0
FBtr0339358,0,0,0,0
FBsf0000918839,0,0,0,0
FBtr0343312,0,0,0,0
FBsf0000916890,0,0,0,0
FBtr0343311,0,0,0,0
FBtr0100849,0,0,0,0
FBtr0072289,0,0,0,0
FBsf0000915729,0,0,0,0
FBtr0072367,0,0,0,0
FBsf0000919152,0,0,0,0
FBsf0000765037_1,0,0,0,0
FBsf0000765037_2,0,0,0,0
FBsf0000765036_1,0,0,0,0
FBsf0000765036_2,0,0,0,0
FBsf0000764645,0,0,0,0
FBsf0000764646,0,0,0,0
FBtr0343315,0,0,0,0
FBtr0072364,0,7,0,10
FBtr0332921,0,0,0,0
FBtr0072362,0,0,0,0
FBtr0479819,0,0,0,0
FBtr0343316,0,0,26,50
FBsf0000918143,0,0,0,0
FBsf0000916898,0,0,0,0
FBtr0299698,0,0,0,0
FBtr0343482,0,0,0,0
FBtr0299699,0,0,0,0
FBsf0000919323,0,0,0,0
FBtr0299995,0,1,2496,8554
FBsf0000916668,0,0,1,1
FBtr0072357,0,0,458,568
FBsf0000915959,0,0,1,1
FBtr0072356,0,0,152,474
FBtr0072293,0,0,1556,3425
FBsf0000764066,0,0,1,1
FBtr0072355,0,0,105,478
FBsf0000916906,0,0,0,0
FBsf0000764784,0,0,0,0
FBtr0072298,0,0,0,0
FBtr0072294,0,0,2645,1599
FBsf0000916583,0,0,0,0
FBtr0072295,0,0,6095,8045
FBtr0072296,0,0,849,4791
FBsf0000916584,0,0,1,1
FBtr0072297,0,0,422,1002
FBsf0000764968_1,0,0,0,0
FBsf0000764968_2,0,0,0,0
FBsf0000766620,0,0,0,0
FBsf0000764969_1,0,0,0,0
FBsf0000764969_2,0,0,0,0
FBsf0000766621,0,0,0,0
FBsf0000915730,0,0,0,0
FBtr0072354,0,0,0,0
FBtr0072353,0,0,0,0
FBsf0000915733,0,0,0,0
FBtr0072299,0,0,3508,2682
FBsf0000917444,0,0,0,0
FBtr0302365,0,0,32,97
FBtr0072351,0,0,707,1078
FBsf0000769846,0,0,0,0
FBsf0000918530,0,0,1,1
FBsf0000769845,0,0,1,1
FBtr0343481,0,0,722,1069
FBtr0072350,0,0,251,0
FBsf0000918243,0,0,1,1
FBtr0072300,0,0,488,791
FBsf0000917868,0,0,0,0
FBtr0299669,0,0,15,10
FBsf0000917802,0,0,0,0
FBsf0000917803,0,0,0,0
FBsf0000920409,0,0,0,0
FBsf0000770194,0,0,0,0
FBsf0000770193,0,0,0,0
FBsf0000915409,0,0,0,0
FBsf0000910542,0,0,0,0
FBtr0300489,0,10,496,371
FBtr0300490,0,0,651,690
FBsf0000916914,0,0,0,0
FBtr0072305,0,3,0,0
FBsf0000915544,0,0,0,0
FBtr0290218,0,0,1,3
FBtr0300186,0,0,0,0
FBsf0000767320,0,0,0,0
FBsf0000766983,0,0,0,0
FBtr0089867,0,0,24,155
FBsf0000764495,0,0,0,0
FBsf0000920230,0,0,0,0
FBtr0343485,0,0,0,0
FBtr0305055,0,0,0,0
FBsf0000763930,0,0,0,0
FBtr0301624,0,0,3001,3106
FBsf0000764842,0,0,0,0
FBsf0000770607,0,0,1,1
FBsf0000916922,0,0,0,0
FBtr0072313,0,0,5,0
FBtr0072312,0,0,0,0
FBtr0343486,0,14,12,0
FBsf0000919297,0,1,0,0
FBtr0072314,0,0,0,0
FBsf0000915732,0,0,0,0
FBsf0000769690,0,0,0,0
FBtr0072316,0,0,566,2408
FBsf0000916595,0,0,1,1
FBsf0000768519,0,0,0,0
FBsf0000916656,0,0,0,0
FBtr0304961,0,0,0,0
FBsf0000915315,0,0,0,0
FBsf0000768388,0,0,0,0
FBsf0000767548,0,0,0,0
FBtr0072336,0,0,0,3
FBtr0343492,0,0,0,0
FBsf0000765913,0,0,0,0
FBsf0000765912,0,0,0,0
FBtr0114306,0,0,0,0
FBtr0331957,0,0,89,194
FBsf0000765903,0,0,1,1
FBtr0072322,0,0,109,601
FBsf0000916606,0,0,1,1
FBtr0072335,0,0,66,129
FBtr0299544,14,0,16,0
FBtr0339099,1139,723,404,1162
FBtr0339100,323,287,314,298
FBtr0339102,198,207,124,293
FBtr0339103,124,135,25,2
FBtr0339101,5,4,1198,1257
FBtr0071803,4,7,436,507
FBtr0303766,157,270,566,295
FBtr0071802,706,303,326,308
FBsf0000915547,1,1,1,1
FBtr0071800,853,812,5690,7785
FBtr0071755,1458,1128,59,91
FBsf0000917650,1,1,1,0
FBtr0071756,1287,1264,0,0
FBtr0308239,1005,454,965,507
FBsf0000918552,1,1,1,1
FBtr0071797,77,54,13,37
FBtr0071758,471,367,35,162
FBsf0000918214,1,1,1,0
FBtr0302297,1838,0,308,0
FBtr0302296,23,0,0,2
FBtr0071792,490,1363,2990,0
FBtr0071791,119,200,0,0
FBtr0302298,13,0,0,0
FBtr0342980,10,151,0,0
FBtr0342979,914,594,1171,1381
FBsf0000919190,1,1,1,1
FBtr0071790,2358,1783,585,911
FBsf0000917634,1,1,1,1
FBsf0000920287,1,1,1,1
FBtr0071762,2,4,33,11
FBtr0071764,1051,832,90,55
FBtr0112399,9,0,0,0
FBtr0071787,329,228,24,66
FBtr0071767,765,796,543,773
FBtr0071786,82,61,9,133
FBtr0071769,28,31,129,366
FBtr0071770,301,288,30,51
FBtr0071772,2239,2614,94,207
FBtr0071771,1563,314,474,415
FBtr0071785,657,208,494,0
FBtr0114303,7,2,0,0
FBtr0071774,2809,2313,404,182
FBsf0000918799,1,1,1,0
FBtr0071777,13,5,151,360
FBsf0000764185,1,1,1,1
FBtr0071775,8,0,33,15
FBtr0071812,7,8,32,69
FBtr0071849,434,222,1932,1866
FBtr0071813,2203,1674,0,1025
FBtr0071815,1171,357,15,715
FBtr0342985,12,77,0,0
FBtr0342994,12,0,0,15
FBtr0342986,1291,1290,2485,508
FBtr0112400,11,2,2,0
FBtr0071848,63,35,20,74
FBtr0112519,2086,1772,0,0
FBtr0112520,43,56,0,0
FBsf0000918558,0,0,1,0
FBtr0342987,7,8,2,0
FBsf0000919289,2,2,0,0
FBtr0071846,432,247,0,0
FBtr0342990,73,98,0,0
FBtr0113107,81,61,0,0
FBsf0000917878,1,1,0,0
FBtr0342988,3399,1439,1861,1117
FBtr0071820,1983,2058,898,1014
FBsf0000918383,1,1,1,1
FBtr0342989,58,77,108,99
FBtr0071822,47,0,69,28
FBtr0339539,119,118,1,45
FBtr0071845,93,28,30,19
FBsf0000918812,1,1,1,1
FBtr0339533,4,0,7,7
FBtr0339538,226,91,229,154
FBtr0307214,116,101,242,156
FBtr0290254,187,167,271,183
FBtr0301243,684,365,19,11
FBtr0071827,375,192,12,1
FBsf0000767389,1,1,1,0
FBsf0000767390,1,1,1,1
FBtr0346637,136,100,14,0
FBtr0071843,853,649,28,47
FBtr0339537,85,34,67,133
FBtr0344880,559,706,335,687
FBtr0339535,7142,4316,1158,0
FBtr0071828,570,740,230,873
FBtr0071842,806,794,239,414
FBtr0305323,1868,1315,93,119
FBtr0301668,223,0,0,0
FBsf0000765480,1,1,0,0
FBtr0071841,826,585,255,347
FBsf0000767675,1,1,1,1
FBsf0000768017,1,1,1,1
FBsf0000767676,1,1,1,0
FBsf0000768018,1,1,1,0
FBtr0071832,434,378,343,690
FBtr0071833,3037,2400,150,25
FBtr0071834,814,678,198,253
FBtr0331942,81,0,0,0
FBtr0071838,2624,1835,412,246
FBsf0000919329,1,1,0,1
FBtr0330229,56,80,58,42
FBsf0000918935,0,1,0,1
FBtr0343000,7,0,4,3
FBtr0300409,1293,669,201,78
FBtr0343002,27,13,18,18
FBtr0071855,4435,3484,864,3515
FBsf0000918358,1,1,1,1
FBtr0114304,1,1,0,0
FBtr0113527,3,0,0,0
FBtr0113529,3,0,0,0
FBtr0113530,1,0,0,0
FBtr0071856,1107,727,320,406
FBtr0071940,7,0,3314,3148
FBtr0479651,6,6,19,37
FBtr0071938,293,238,9,4
FBsf0000916097,1,1,0,1
FBsf0000587223,1,1,0,0
FBtr0071937,566,553,305,435
FBsf0000769199,1,1,1,0
FBsf0000919926,1,1,1,1
FBsf0000769200,1,1,1,1
FBtr0071860,638,442,179,750
FBtr0071936,1600,1045,572,1072
FBsf0000916615,1,1,1,1
FBtr0071935,7990,6416,926,2687
FBtr0345505,31,8,40,0
FBtr0345504,3830,1458,570,370
FBtr0071933,1299,2415,753,3372
FBsf0000916168,1,1,1,1
FBsf0000587579,1,1,1,1
FBsf0000766539,1,1,1,1
FBtr0112749,18,7,0,27
FBsf0000916575,1,1,0,1
FBsf0000916616,1,1,0,0
FBtr0345496,4,0,1244,1663
FBtr0071928,39,0,1,6
FBtr0071862,199,50,744,1553
FBtr0309799,105,109,392,240
FBtr0345499,11,0,148,506
FBtr0301269,1042,811,5,12
FBtr0301270,108,75,16,0
FBtr0344753,3,7,0,0
FBtr0071865,33,12,131,381
FBtr0309802,3,4,5,0
FBsf0000916677,1,1,1,1
FBtr0346949,79,38,177,410
FBtr0071867,2,3,25,17
FBtr0343011,8,11,59,19
FBtr0345500,430,237,105,23
FBtr0071868,490,407,51,40
FBtr0343004,1,0,8,36
FBtr0343014,18,15,22,17
FBtr0330249,18,22,27,25
FBtr0071924,15,18,23,21
FBtr0343013,68,54,229,189
FBtr0071922,6,2,246,3
FBtr0301374,103,103,188,182
FBtr0301377,5,6,9,0
FBtr0330233,5,0,0,0
FBtr0302374,11,0,0,0
FBtr0299573,7,7,0,0
FBtr0071883,8137,6878,880,1277
FBsf0000918831,1,1,1,1
FBtr0071911,53028,45810,808,1659
FBtr0309858,5231,5223,974,1202
FBtr0071913,4274,612,0,0
FBtr0071914,1710,748,269,167
FBsf0000767467,1,1,1,1
FBsf0000767468,1,1,1,1
FBtr0309857,109,84,226,266
FBtr0071890,3,0,3,2
FBtr0302717,4,0,0,0
FBtr0343182,480,523,76,87
FBtr0071910,274,70,0,0
FBsf0000766459,1,1,1,0
FBtr0071897,6405,4832,1276,3980
FBtr0305132,28,20,0,0
FBtr0339762,40,6,5,0
FBtr0480545,7,20,51,3
FBtr0071907,798,696,1009,1006
FBtr0332910,884,711,4258,6944
FBtr0071906,636,373,245,553
FBtr0304924,355,345,41,197
FBsf0000918773,1,1,1,1
FBtr0071902,128,163,121,936
FBtr0332909,206,246,308,646
FBsf0000918802,1,1,1,1
FBtr0071905,375,370,144,358
FBtr0071903,718,484,13,104
FBsf0000762814,1,1,0,0
FBsf0000762815,1,1,1,1
FBtr0071904,430,350,0,32
FBtr0304795,393,324,1220,682
FBtr0071942,94,213,118,0
FBtr0473595,15,9,21,3
FBtr0071996,3457,2978,634,525
FBtr0302768,1629,921,638,338
FBtr0345079,28,8,0,0
FBtr0302771,1,4,14,5
FBtr0336697,80,39,26,17
FBtr0302766,31,222,220,39
FBtr0345077,9,8,0,0
FBtr0345078,4,11,0,0
FBtr0302770,3,23,0,0
FBsf0000766198,1,1,1,1
FBtr0302772,1,0,0,0
FBtr0303465,173,87,0,0
FBtr0071994,85242,57129,7912,4908
FBtr0303464,468,314,109,0
FBsf0000917333,1,1,1,1
FBsf0000762052,1,1,1,1
FBtr0302895,331,247,195,272
FBsf0000917312,1,1,1,1
FBtr0071993,1088,771,67,97
FBtr0334011,147,85,57,50
FBtr0302896,32,0,0,0
FBsf0000916705,1,1,1,0
FBtr0303210,27,17,7,5
FBsf0000916403,1,1,0,0
FBtr0475136,12,9,8,0
FBtr0071988,1776,1564,94,34
FBtr0071985,428,332,127,22
FBtr0071984,421,383,113,249
FBsf0000768035,1,1,1,1
FBsf0000768036,1,1,0,0
FBtr0302290,44,34,18,0
FBtr0071958,1330,602,296,121
FBtr0343190,336,470,0,0
FBtr0071960,725,487,131,76
FBtr0071961,56,8,142,267
FBtr0343191,2,0,33,0
FBtr0343192,2,0,0,0
FBtr0071982,942,862,264,1148
FBtr0091664,3,3,0,0
FBtr0071963,776,34,12364,21398
FBsf0000916262,1,1,1,3
FBtr0114564,388,261,137,189
FBtr0071978,3,0,164,493
FBtr0071975,5,0,11977,18201
FBtr0330239,73,38,260,134
FBtr0072049,3,7,1020,733
FBtr0072048,9,0,831,2588
FBtr0305675,940,702,408,791
FBtr0301852,44,64,122,499
FBsf0000766827,1,1,1,1
FBsf0000766828,1,1,1,1
FBtr0072038,95,76,75,144
FBtr0329860,40,27,34,137
FBsf0000916585,1,1,1,1
FBtr0301854,24,0,22,39
FBtr0112724,5,12,14,57
FBsf0000588075,1,0,1,1
FBsf0000916572,1,1,1,1
FBtr0112725,50,33,12,24
FBtr0343202,10,6,0,0
FBsf0000917954,1,1,0,1
FBtr0072037,937,770,161,98
FBtr0072010,3354,2636,385,135
FBtr0072036,2986,2342,488,304
FBsf0000917663,1,1,1,1
FBtr0072033,1205,1164,455,2460
FBtr0072034,111,298,48,110
FBtr0072011,25,6,11,52
FBtr0072012,18,9,0,0
FBsf0000915718,1,1,1,1
FBtr0343203,4,0,0,0
FBtr0302316,7,8,29,56
FBtr0072031,359,337,385,320
FBtr0072030,1374,1001,816,1092
FBsf0000588339,1,0,1,0
FBtr0072015,1552,1054,674,951
FBtr0072028,1350,1029,857,868
FBtr0072027,714,674,49,110
FBtr0306150,42,4,25,23
FBtr0331989,6,0,1,0
FBtr0072121,8,4,26,68
FBtr0072120,2387,1310,706,771
FBsf0000918290,1,1,1,1
FBsf0000763363,1,1,1,0
FBsf0000770253,1,1,1,0
FBtr0072058,4252,3317,175,113
FBsf0000919193,1,1,1,1
FBtr0072117,5,0,6,0
FBtr0072060,551,578,172,336
FBtr0072114,1384,1121,84,200
FBtr0343265,299,384,199,96
FBtr0072061,302,332,156,708
FBtr0072112,2205,1465,63,0
FBtr0072113,155,249,554,525
FBtr0072062,1549,1218,119,131
FBsf0000920114,1,1,1,1
FBsf0000763339,1,1,1,0
FBsf0000917515,0,1,1,0
FBtr0072111,1,1,46,184
FBtr0343267,270,256,49,57
FBsf0000762817,1,1,1,1
FBtr0473618,3,0,0,0
FBtr0072064,317,299,35,81
FBsf0000767309,1,1,0,1
FBsf0000767310,1,1,1,0
FBsf0000918198,1,1,1,0
FBtr0072065,12,11,131,346
FBsf0000767122,1,1,1,1
FBsf0000767121,1,1,1,1
FBsf0000919547,1,1,1,1
FBsf0000762211,1,0,0,0
FBtr0072066,3065,2801,0,0
FBtr0072069,1003,0,0,0
FBtr0072070,3038,2411,226,1535
FBsf0000919833,1,1,1,1
FBsf0000587575,1,1,1,1
FBsf0000587576,1,1,1,1
FBtr0343266,7,0,3,23
FBsf0000917573,1,0,1,1
FBtr0336929,16,8,16,86
FBtr0072102,1,0,65,0
FBtr0072072,8512,6825,45,0
FBtr0072073,4230,1749,289,276
FBtr0340031,1264,1607,0,0
FBsf0000768306,1,1,1,1
FBsf0000919346,1,1,1,0
FBtr0344183,183,0,0,0
FBtr0480524,1,5,0,0
FBtr0344179,12,0,63,0
FBtr0344184,4,9,0,0
FBtr0344176,22,0,0,0
FBtr0336680,14,2,0,113
FBsf0000764878,1,0,1,1
FBsf0000764879,1,0,1,1
FBtr0072100,21,0,50,108
FBsf0000919111,1,1,1,1
FBtr0346652,15,7,13,7
FBsf0000766320,1,0,0,0
FBtr0345467,2396,1536,1379,2809
FBtr0072099,1202,1277,0,0
FBtr0072083,126,81,157,142
FBsf0000919915,1,1,1,1
FBsf0000770154,1,1,1,1
FBsf0000919914,1,0,1,1
FBtr0072084,195,127,161,393
FBtr0072097,2438,0,87,146
FBtr0072098,497,753,0,48
FBtr0072085,2083,1658,42,28
FBtr0072095,627,568,313,556
FBtr0089505,182,196,981,948
FBtr0089504,326,168,964,1327
FBtr0344995,97,83,374,1471
FBtr0306253,111,86,295,911
FBtr0089503,83,99,279,395
FBsf0000917000,1,1,1,1
FBtr0345699,2,0,35,61
FBtr0113113,1006,615,0,0
FBtr0475196,793,525,0,0
FBtr0072087,737,498,0,0
FBtr0343268,207,185,0,0
FBtr0114586,3374,2563,188,77
FBtr0345534,4,0,21,13
FBtr0072088,2,0,0,0
FBsf0000915722,1,0,0,0
FBtr0072090,6,0,189,123
FBtr0345535,67,53,31,29
FBtr0072091,25,12,4,21
FBsf0000917001,1,1,1,1
FBtr0290120,17,27,48,87
FBtr0310329,150,107,0,0
FBtr0310328,34,18,98,0
FBtr0310330,12,25,0,0
FBsf0000919418,1,1,1,0
FBtr0072242,10413,6887,2027,1526
FBsf0000918531,1,1,1,1
FBtr0072124,491,428,114,72
FBsf0000763183,1,0,0,0
FBsf0000917003,1,1,1,1
FBtr0072241,630,583,35,17
FBtr0343270,85,15,0,0
FBtr0343262,23,25,0,0
FBtr0301162,5,0,5,0
FBtr0072237,1659,1722,54,65
FBsf0000919392,1,1,0,0
FBsf0000764698,1,1,1,0
FBtr0072236,644,582,581,786
FBsf0000765623,1,1,1,1
FBtr0072126,3786,2414,9095,11783
FBsf0000588346,1,1,1,1
FBtr0072234,2806,1541,404,303
FBtr0072235,651,474,376,1893
FBsf0000919540,1,1,0,0
FBtr0072127,129,172,478,1343
FBsf0000919021,1,1,1,1
FBtr0072232,12,16,32,0
FBtr0072233,790,540,154,252
FBsf0000918272,1,1,1,0
FBtr0089625,12,26,489,661
FBtr0301643,335,176,0,0
FBtr0089627,208,251,0,0
FBtr0089626,22,12,0,0
FBtr0089624,12,0,0,0
FBsf0000918565,1,1,1,1
FBtr0072227,1421,907,34,99
FBtr0343277,87,391,117,297
FBtr0343276,40,57,0,0
FBtr0343275,37,32,0,0
FBtr0072128,525,527,603,910
FBsf0000763793,1,1,1,1
FBtr0072226,1790,1771,222,422
FBsf0000917959,1,1,1,1
FBtr0072129,3575,2491,1512,762
FBsf0000768555,1,1,1,1
FBsf0000919082,1,1,1,0
FBtr0330600,120,72,131,0
FBtr0100255,1,0,0,0
FBtr0072225,523,411,0,258
FBtr0343290,8,0,203,0
FBsf0000766865,1,1,1,1
FBtr0072131,36,42,57,130
FBsf0000917010,1,1,1,1
FBtr0072223,227,326,54,70
FBtr0301648,306,230,18,182
FBsf0000917492,1,1,1,1
FBtr0072132,1333,940,58,36
FBtr0072221,571,326,854,479
FBtr0343302,135,54,86,452
FBtr0072133,228,226,74,68
FBsf0000588561,1,0,1,0
FBtr0072220,757,1010,203,295
FBsf0000770560,1,1,1,1
FBtr0072134,853,682,188,596
FBsf0000917883,1,1,1,1
FBtr0072135,17,14,11,0
FBsf0000915724,1,0,0,0
FBtr0072219,16918,13528,1179,1610
FBtr0305989,4994,2551,297,0
FBtr0305990,15,75,0,458
FBtr0347020,224,275,57,449
FBsf0000918000,1,1,1,1
FBsf0000766293,1,1,1,1
FBsf0000766292,1,1,1,1
FBtr0343299,215,0,0,69
FBtr0072137,301,436,78,3
FBtr0072136,227,0,0,0
FBtr0343261,5,1,0,0
FBtr0343301,5,9,0,0
FBtr0343281,196,207,992,679
FBtr0072140,1,1,6,46
FBtr0072215,126,0,127,0
FBtr0072216,11825,8138,1092,846
FBtr0072214,37,145,0,0
FBtr0072217,23,26,275,21
FBtr0072212,16,43,221,44
FBtr0072218,8,12,85,43
FBsf0000587663,1,1,1,1
FBtr0343280,631,386,85,33
FBtr0072210,456,553,0,0
FBtr0072141,1386,1134,398,962
FBsf0000770481,1,1,1,1
FBsf0000918582,1,1,1,1
FBtr0343279,100,48,130,0
FBtr0072145,103,96,175,133
FBtr0331980,211,193,195,244
FBsf0000918537,1,1,1,1
FBtr0072146,1,0,630,1377
FBtr0072208,149,145,96,255
FBtr0072147,564,418,121,244
FBsf0000588335,1,1,0,1
FBtr0072207,179,114,99,201
FBsf0000915974,1,1,1,1
FBtr0072150,2,3,10,39
FBtr0072151,1128,939,2136,1520
FBtr0112406,49,12,0,6
FBsf0000766670,1,1,0,0
FBtr0072152,390,256,117,148
FBtr0343289,667,328,51,7
FBtr0072205,54,330,78,245
FBsf0000915505,1,1,1,1
FBtr0072154,721,821,179,351
FBtr0072155,240,195,45,29
FBtr0072153,152,53,35,0
FBtr0072156,986,740,389,637
FBtr0072204,2137,1549,1531,1287
FBtr0343282,226,144,84,53
FBtr0072157,70,51,25,9
FBtr0072158,8,16,16,2
